Mapping parameters for Zoarces viviparus (Eelpout)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Segschneider, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World Wide Web electronic publication, www.aquamaps.org, version 10/2019 (final)."

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas:  27 ,
Bounding Box (NSWE): ,72,49,-11,52

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Zoarces,viviparus,67.75,40.25,1604:370:3,0.19
Zoarces,viviparus,67.75,40.75,1604:370:4,0.16
Zoarces,viviparus,67.25,41.25,1604:371:1,0.06
Zoarces,viviparus,67.25,41.75,1604:371:2,0.04
Zoarces,viviparus,67.75,41.25,1604:371:3,0.12
Zoarces,viviparus,67.25,42.25,1604:372:1,0.01
Zoarces,viviparus,67.25,42.75,1604:372:2,0.01
Zoarces,viviparus,67.75,42.75,1604:372:4,0.01
Zoarces,viviparus,67.75,43.25,1604:373:3,0.01
Zoarces,viviparus,67.25,44.75,1604:374:2,0.02
Zoarces,viviparus,67.75,44.25,1604:374:3,0.02
Zoarces,viviparus,68.25,43.25,1604:383:1,0.02
Zoarces,viviparus,68.25,43.75,1604:383:2,0.01
Zoarces,viviparus,68.75,43.25,1604:383:3,0.09
Zoarces,viviparus,68.75,43.75,1604:383:4,0.08
Zoarces,viviparus,68.25,44.25,1604:384:1,0.04
Zoarces,viviparus,68.75,44.25,1604:384:3,0.07
Zoarces,viviparus,68.75,44.75,1604:384:4,0.07
Zoarces,viviparus,69.25,43.25,1604:393:1,0.02
Zoarces,viviparus,66.75,45.75,1604:465:4,0.04
Zoarces,viviparus,66.75,46.25,1604:466:3,0.04
Zoarces,viviparus,66.75,46.75,1604:466:4,0.01
Zoarces,viviparus,67.25,45.25,1604:475:1,0.02
Zoarces,viviparus,67.25,45.75,1604:475:2,0.01
Zoarces,viviparus,67.75,45.25,1604:475:3,0.03
Zoarces,viviparus,67.75,45.75,1604:475:4,0.01
Zoarces,viviparus,68.25,45.75,1604:485:2,0.03
Zoarces,viviparus,68.75,45.25,1604:485:3,0.06
Zoarces,viviparus,68.75,45.75,1604:485:4,0.05
Zoarces,viviparus,68.25,46.25,1604:486:1,0.01
Zoarces,viviparus,68.75,46.25,1604:486:3,0.01
Zoarces,viviparus,69.75,47.75,1604:497:4,0.01
Zoarces,viviparus,70.75,20.75,1702:100:4,0.10
Zoarces,viviparus,70.25,32.25,1703:102:1,0.18
Zoarces,viviparus,70.75,42.25,1704:102:3,0.11
Zoarces,viviparus,50.25,-0.75,7500:100:2,0.02
Zoarces,viviparus,50.75,-0.25,7500:100:3,0.19
Zoarces,viviparus,50.75,-0.75,7500:100:4,0.16
Zoarces,viviparus,50.25,-1.25,7500:101:1,0.05
Zoarces,viviparus,50.25,-1.75,7500:101:2,0.04
Zoarces,viviparus,50.75,-1.25,7500:101:3,0.15
Zoarces,viviparus,50.75,-1.75,7500:101:4,0.18
Zoarces,viviparus,50.25,-2.25,7500:102:1,0.08
Zoarces,viviparus,50.25,-2.75,7500:102:2,0.03
Zoarces,viviparus,50.25,-3.25,7500:103:1,0.06
Zoarces,viviparus,50.25,-3.75,7500:103:2,0.05
Zoarces,viviparus,50.25,-4.25,7500:104:1,0.01
Zoarces,viviparus,50.75,-4.75,7500:104:4,0.09
Zoarces,viviparus,51.25,-3.25,7500:113:1,0.17
Zoarces,viviparus,50.25,-5.25,7500:205:1,0.09
Zoarces,viviparus,50.25,-5.75,7500:205:2,0.14
Zoarces,viviparus,51.25,-9.25,7500:219:1,0.18
Zoarces,viviparus,51.25,-9.75,7500:219:2,0.16
Zoarces,viviparus,54.25,-9.75,7500:249:2,0.17
Zoarces,viviparus,55.25,-0.25,7500:350:1,0.10
Zoarces,viviparus,56.75,-1.75,7500:361:4,0.17
Zoarces,viviparus,58.75,-2.25,7500:382:3,0.07
Zoarces,viviparus,59.75,-1.25,7500:391:3,0.07
Zoarces,viviparus,59.75,-1.75,7500:391:4,0.09
Zoarces,viviparus,59.25,-4.25,7500:394:1,0.14
Zoarces,viviparus,59.25,-4.75,7500:394:2,0.02
Zoarces,viviparus,55.25,-8.75,7500:458:2,0.12
Zoarces,viviparus,56.75,-8.75,7500:468:4,0.02
Zoarces,viviparus,57.75,-7.75,7500:477:4,0.17
Zoarces,viviparus,57.75,-8.25,7500:478:3,0.09
Zoarces,viviparus,57.75,-8.75,7500:478:4,0.02
Zoarces,viviparus,58.25,-6.75,7500:486:2,0.14
Zoarces,viviparus,58.75,-6.25,7500:486:3,0.06
Zoarces,viviparus,58.25,-7.25,7500:487:1,0.08
Zoarces,viviparus,58.25,-7.75,7500:487:2,0.03
Zoarces,viviparus,52.25,-10.75,7501:120:2,0.08
Zoarces,viviparus,54.25,-10.25,7501:140:1,0.07
Zoarces,viviparus,60.25,-0.75,7600:100:2,0.02
Zoarces,viviparus,60.25,-1.25,7600:101:1,0.04
Zoarces,viviparus,60.25,-1.75,7600:101:2,0.04
Zoarces,viviparus,60.25,-2.25,7600:102:1,0.03
Zoarces,viviparus,61.25,-6.75,7600:216:2,0.12
Zoarces,viviparus,61.75,-6.25,7600:216:3,0.06
Zoarces,viviparus,61.75,-6.75,7600:216:4,0.14
Zoarces,viviparus,61.75,-7.25,7600:217:3,0.12
Zoarces,viviparus,62.25,-6.25,7600:226:1,0.17
Zoarces,viviparus,62.25,-6.75,7600:226:2,0.16
Zoarces,viviparus,62.25,-7.25,7600:227:1,0.13
Zoarces,viviparus,62.25,-7.75,7600:227:2,0.12
Zoarces,viviparus,70.75,-8.25,7700:208:3,0.01
Zoarces,viviparus,50.75,0.25,1500:100:3,0.21
Zoarces,viviparus,51.25,0.25,1500:110:1,0.24
Zoarces,viviparus,51.25,1.25,1500:111:1,0.36
Zoarces,viviparus,51.25,1.75,1500:111:2,0.27
Zoarces,viviparus,51.25,2.25,1500:112:1,0.24
Zoarces,viviparus,51.25,2.75,1500:112:2,0.29
Zoarces,viviparus,51.75,2.25,1500:112:3,0.21
Zoarces,viviparus,51.75,2.75,1500:112:4,0.26
Zoarces,viviparus,51.25,3.25,1500:113:1,0.28
Zoarces,viviparus,51.75,3.25,1500:113:3,0.31
Zoarces,viviparus,52.75,0.25,1500:120:3,0.38
Zoarces,viviparus,52.25,2.75,1500:122:2,0.28
Zoarces,viviparus,52.25,3.25,1500:123:1,0.39
Zoarces,viviparus,52.25,3.75,1500:123:2,0.26
Zoarces,viviparus,54.75,0.25,1500:140:3,0.35
Zoarces,viviparus,54.25,3.75,1500:143:2,0.20
Zoarces,viviparus,54.25,4.25,1500:144:1,0.20
Zoarces,viviparus,54.25,4.75,1500:144:2,0.20
Zoarces,viviparus,52.75,6.25,1500:226:3,0.21
Zoarces,viviparus,53.25,8.25,1500:238:1,0.34
Zoarces,viviparus,53.75,8.75,1500:238:4,0.30
Zoarces,viviparus,54.25,5.25,1500:245:1,0.20
Zoarces,viviparus,54.25,5.75,1500:245:2,0.30
Zoarces,viviparus,55.75,3.75,1500:353:4,0.29
Zoarces,viviparus,55.75,4.25,1500:354:3,0.30
Zoarces,viviparus,56.75,5.75,1500:465:4,0.20
Zoarces,viviparus,56.25,6.25,1500:466:1,0.20
Zoarces,viviparus,56.25,6.75,1500:466:2,0.30
Zoarces,viviparus,57.25,6.75,1500:476:2,0.25
Zoarces,viviparus,55.25,17.25,1501:457:1,0.30
Zoarces,viviparus,55.25,17.75,1501:457:2,0.25
Zoarces,viviparus,56.25,18.75,1501:468:2,0.30
Zoarces,viviparus,57.25,19.25,1501:479:1,0.36
Zoarces,viviparus,58.25,18.75,1501:488:2,0.25
Zoarces,viviparus,57.25,20.75,1502:370:2,0.25
Zoarces,viviparus,57.75,23.25,1502:373:3,0.31
Zoarces,viviparus,58.25,23.25,1502:383:1,0.32
Zoarces,viviparus,58.25,23.75,1502:383:2,0.23
Zoarces,viviparus,59.25,24.75,1502:394:2,0.37
Zoarces,viviparus,59.75,25.25,1502:495:3,0.39
Zoarces,viviparus,59.75,25.75,1502:495:4,0.30
Zoarces,viviparus,59.75,29.75,1502:499:4,0.38
Zoarces,viviparus,64.75,10.25,1601:140:3,0.25
Zoarces,viviparus,61.25,18.25,1601:218:1,0.32
Zoarces,viviparus,61.75,18.25,1601:218:3,0.22
Zoarces,viviparus,60.25,23.25,1602:103:1,0.38
Zoarces,viviparus,60.25,23.75,1602:103:2,0.31
Zoarces,viviparus,60.25,24.75,1602:104:2,0.35
Zoarces,viviparus,61.75,20.25,1602:110:3,0.21
Zoarces,viviparus,63.75,20.25,1602:130:3,0.37
Zoarces,viviparus,63.75,20.75,1602:130:4,0.28
Zoarces,viviparus,63.25,21.25,1602:131:1,0.32
Zoarces,viviparus,63.25,21.75,1602:131:2,0.27
Zoarces,viviparus,63.75,21.25,1602:131:3,0.22
Zoarces,viviparus,63.25,22.25,1602:132:1,0.23
Zoarces,viviparus,64.25,20.75,1602:140:2,0.22
Zoarces,viviparus,60.25,25.25,1602:205:1,0.23
Zoarces,viviparus,60.25,29.75,1602:209:2,0.35
Zoarces,viviparus,60.25,30.25,1603:100:1,0.38
Zoarces,viviparus,64.75,34.75,1603:144:4,0.23
Zoarces,viviparus,63.75,36.75,1603:236:4,0.21
Zoarces,viviparus,63.75,37.25,1603:237:3,0.20
Zoarces,viviparus,63.75,37.75,1603:237:4,0.20
Zoarces,viviparus,63.75,38.25,1603:238:3,0.20
Zoarces,viviparus,64.25,35.25,1603:245:1,0.25
Zoarces,viviparus,64.25,35.75,1603:245:2,0.24
Zoarces,viviparus,64.75,38.25,1603:248:3,0.27
Zoarces,viviparus,64.75,38.75,1603:248:4,0.29
Zoarces,viviparus,64.75,39.25,1603:249:3,0.28
Zoarces,viviparus,64.75,39.75,1603:249:4,0.20
Zoarces,viviparus,65.25,34.25,1603:354:1,0.24
Zoarces,viviparus,65.25,34.75,1603:354:2,0.25
Zoarces,viviparus,65.75,34.75,1603:354:4,0.27
Zoarces,viviparus,66.25,33.75,1603:363:2,0.28
Zoarces,viviparus,66.75,33.75,1603:363:4,0.21
Zoarces,viviparus,66.25,34.25,1603:364:1,0.31
Zoarces,viviparus,66.25,34.75,1603:364:2,0.27
Zoarces,viviparus,66.75,34.25,1603:364:3,0.27
Zoarces,viviparus,66.75,34.75,1603:364:4,0.29
Zoarces,viviparus,67.25,31.75,1603:371:2,0.26
Zoarces,viviparus,67.25,32.25,1603:372:1,0.23
Zoarces,viviparus,67.25,32.75,1603:372:2,0.24
Zoarces,viviparus,65.25,35.25,1603:455:1,0.21
Zoarces,viviparus,65.75,35.25,1603:455:3,0.24
Zoarces,viviparus,65.25,37.75,1603:457:2,0.20
Zoarces,viviparus,66.25,35.25,1603:465:1,0.24
Zoarces,viviparus,66.25,35.75,1603:465:2,0.20
Zoarces,viviparus,66.75,35.25,1603:465:3,0.29
Zoarces,viviparus,68.25,39.25,1603:489:1,0.37
Zoarces,viviparus,68.25,39.75,1603:489:2,0.33
Zoarces,viviparus,68.25,40.25,1604:380:1,0.28
Zoarces,viviparus,70.25,24.75,1702:104:2,0.32
Zoarces,viviparus,70.25,31.75,1703:101:2,0.25
Zoarces,viviparus,70.75,42.75,1704:102:4,0.20
Zoarces,viviparus,50.75,-2.25,7500:102:3,0.20
Zoarces,viviparus,50.75,-2.75,7500:102:4,0.21
Zoarces,viviparus,50.75,-3.25,7500:103:3,0.22
Zoarces,viviparus,51.25,-2.75,7500:112:2,0.32
Zoarces,viviparus,51.75,-2.25,7500:112:3,0.28
Zoarces,viviparus,51.75,-3.25,7500:113:3,0.35
Zoarces,viviparus,51.75,-3.75,7500:113:4,0.33
Zoarces,viviparus,51.25,-4.25,7500:114:1,0.25
Zoarces,viviparus,51.25,-4.75,7500:114:2,0.29
Zoarces,viviparus,54.75,-0.25,7500:140:3,0.35
Zoarces,viviparus,52.75,-8.75,7500:228:4,0.33
Zoarces,viviparus,53.75,-9.75,7500:239:4,0.36
Zoarces,viviparus,54.25,-8.75,7500:248:2,0.39
Zoarces,viviparus,54.75,-8.75,7500:248:4,0.33
Zoarces,viviparus,54.25,-9.25,7500:249:1,0.25
Zoarces,viviparus,58.75,-2.75,7500:382:4,0.33
Zoarces,viviparus,58.75,-4.25,7500:384:3,0.38
Zoarces,viviparus,59.25,-2.25,7500:392:1,0.23
Zoarces,viviparus,59.25,-2.75,7500:392:2,0.30
Zoarces,viviparus,59.25,-3.25,7500:393:1,0.33
Zoarces,viviparus,55.25,-7.75,7500:457:2,0.33
Zoarces,viviparus,55.25,-8.25,7500:458:1,0.24
Zoarces,viviparus,56.75,-7.75,7500:467:4,0.33
Zoarces,viviparus,57.25,-7.75,7500:477:2,0.27
Zoarces,viviparus,57.75,-7.25,7500:477:3,0.28
Zoarces,viviparus,58.25,-5.75,7500:485:2,0.38
Zoarces,viviparus,51.75,-10.25,7501:110:3,0.37
Zoarces,viviparus,52.25,-10.25,7501:120:1,0.36
Zoarces,viviparus,53.25,-10.25,7501:130:1,0.37
Zoarces,viviparus,53.75,-10.25,7501:130:3,0.22
Zoarces,viviparus,51.25,0.75,1500:110:2,0.42
Zoarces,viviparus,51.75,1.25,1500:111:3,0.56
Zoarces,viviparus,51.75,1.75,1500:111:4,0.45
Zoarces,viviparus,52.75,2.75,1500:122:4,0.58
Zoarces,viviparus,52.75,3.25,1500:123:3,0.45
Zoarces,viviparus,52.75,4.75,1500:124:4,0.45
Zoarces,viviparus,53.75,1.75,1500:131:4,0.55
Zoarces,viviparus,53.75,3.25,1500:133:3,0.50
Zoarces,viviparus,54.25,3.25,1500:143:1,0.43
Zoarces,viviparus,52.75,5.25,1500:225:3,0.54
Zoarces,viviparus,52.75,5.75,1500:225:4,0.42
Zoarces,viviparus,53.25,5.25,1500:235:1,0.59
Zoarces,viviparus,54.75,6.75,1500:246:4,0.55
Zoarces,viviparus,54.25,7.25,1500:247:1,0.55
Zoarces,viviparus,54.25,9.25,1500:249:1,0.56
Zoarces,viviparus,54.25,9.75,1500:249:2,0.50
Zoarces,viviparus,55.25,1.25,1500:351:1,0.42
Zoarces,viviparus,55.25,2.25,1500:352:1,0.55
Zoarces,viviparus,55.25,3.25,1500:353:1,0.59
Zoarces,viviparus,55.25,3.75,1500:353:2,0.48
Zoarces,viviparus,55.25,4.25,1500:354:1,0.51
Zoarces,viviparus,56.75,6.25,1500:466:3,0.45
Zoarces,viviparus,57.25,5.25,1500:475:1,0.40
Zoarces,viviparus,57.25,5.75,1500:475:2,0.55
Zoarces,viviparus,57.25,6.25,1500:476:1,0.40
Zoarces,viviparus,57.25,7.25,1500:477:1,0.50
Zoarces,viviparus,58.75,6.25,1500:486:3,0.50
Zoarces,viviparus,59.25,6.75,1500:496:2,0.50
Zoarces,viviparus,59.75,6.25,1500:496:3,0.50
Zoarces,viviparus,59.75,6.75,1500:496:4,0.50
Zoarces,viviparus,53.75,10.75,1501:130:4,0.50
Zoarces,viviparus,53.75,11.75,1501:131:4,0.50
Zoarces,viviparus,55.25,13.75,1501:353:2,0.59
Zoarces,viviparus,55.25,14.75,1501:354:2,0.58
Zoarces,viviparus,55.25,15.25,1501:455:1,0.46
Zoarces,viviparus,55.75,17.75,1501:457:4,0.56
Zoarces,viviparus,55.25,18.25,1501:458:1,0.45
Zoarces,viviparus,56.25,18.25,1501:468:1,0.58
Zoarces,viviparus,56.75,18.75,1501:468:4,0.47
Zoarces,viviparus,57.25,18.75,1501:478:2,0.43
Zoarces,viviparus,57.75,18.75,1501:478:4,0.55
Zoarces,viviparus,57.75,19.25,1501:479:3,0.49
Zoarces,viviparus,58.75,16.25,1501:486:3,0.50
Zoarces,viviparus,59.75,18.25,1501:498:3,0.50
Zoarces,viviparus,57.25,22.75,1502:372:2,0.56
Zoarces,viviparus,57.75,22.75,1502:372:4,0.49
Zoarces,viviparus,58.25,22.75,1502:382:2,0.48
Zoarces,viviparus,59.25,24.25,1502:394:1,0.59
Zoarces,viviparus,59.75,24.75,1502:394:4,0.47
Zoarces,viviparus,59.75,30.25,1503:390:3,0.40
Zoarces,viviparus,60.75,5.75,1600:205:4,0.50
Zoarces,viviparus,60.75,6.75,1600:206:4,0.50
Zoarces,viviparus,60.75,7.25,1600:207:3,0.50
Zoarces,viviparus,61.75,6.75,1600:216:4,0.50
Zoarces,viviparus,61.25,7.75,1600:217:2,0.50
Zoarces,viviparus,62.75,8.75,1600:228:4,0.50
Zoarces,viviparus,61.25,18.75,1601:218:2,0.41
Zoarces,viviparus,61.25,19.25,1601:219:1,0.57
Zoarces,viviparus,61.25,19.75,1601:219:2,0.59
Zoarces,viviparus,63.25,17.75,1601:237:2,0.44
Zoarces,viviparus,63.75,19.75,1601:239:4,0.59
Zoarces,viviparus,65.25,12.75,1601:352:2,0.50
Zoarces,viviparus,60.75,22.25,1602:102:3,0.42
Zoarces,viviparus,60.25,24.25,1602:104:1,0.48
Zoarces,viviparus,61.25,20.25,1602:110:1,0.57
Zoarces,viviparus,61.75,20.75,1602:110:4,0.53
Zoarces,viviparus,62.75,21.25,1602:121:3,0.53
Zoarces,viviparus,63.25,20.25,1602:130:1,0.57
Zoarces,viviparus,63.25,20.75,1602:130:2,0.42
Zoarces,viviparus,68.75,36.75,1603:486:4,0.57
Zoarces,viviparus,68.75,37.25,1603:487:3,0.56
Zoarces,viviparus,68.75,37.75,1603:487:4,0.54
Zoarces,viviparus,68.25,38.25,1603:488:1,0.45
Zoarces,viviparus,68.25,38.75,1603:488:2,0.41
Zoarces,viviparus,68.75,38.25,1603:488:3,0.53
Zoarces,viviparus,51.75,-2.75,7500:112:4,0.46
Zoarces,viviparus,51.75,-4.25,7500:114:3,0.48
Zoarces,viviparus,51.75,-4.75,7500:114:4,0.54
Zoarces,viviparus,52.75,-3.75,7500:123:4,0.45
Zoarces,viviparus,53.75,-0.75,7500:130:4,0.45
Zoarces,viviparus,51.75,-7.75,7500:217:4,0.44
Zoarces,viviparus,51.75,-8.25,7500:218:3,0.50
Zoarces,viviparus,51.75,-8.75,7500:218:4,0.48
Zoarces,viviparus,51.75,-9.25,7500:219:3,0.43
Zoarces,viviparus,51.75,-9.75,7500:219:4,0.42
Zoarces,viviparus,52.25,-9.75,7500:229:2,0.57
Zoarces,viviparus,52.75,-9.75,7500:229:4,0.57
Zoarces,viviparus,54.75,-8.25,7500:248:3,0.41
Zoarces,viviparus,55.75,-4.25,7500:354:3,0.50
Zoarces,viviparus,57.75,-1.75,7500:371:4,0.51
Zoarces,viviparus,58.25,-2.75,7500:382:2,0.45
Zoarces,viviparus,58.75,-3.25,7500:383:3,0.44
Zoarces,viviparus,58.75,-3.75,7500:383:4,0.46
